,Unnamed: 0_x,id,firstname,lastname,age,nationality,height,weight,injured,teamID,teamname,appearences,lineups,minutes,position,rating,captain,subIn,subOut,bench,totalShots,shotsOn,totalGoals,goalsConceded,goalAssists,goalSaves,totalPasses,keyPasses,passAccuracy,totalTackles,blocks,interceptions,duelsTotal,duelsWon,dribbleAttempts,dribblesSuccess,dribblesPast,foulsDrawn,foulsCommitted,cardsYel,cardsYelRed,cardsRed,penaltyWon,penaltyCommited,penaltyScored,penaltyMissed,penaltySaved,season,Unnamed: 0_y,name,Unnamed: 0,Standings,Played,Wins,Draw,Lost,GoalsFor,GoalsAgainst,GoalDifference,Points
1230,102,82000,Tomasz,Kuszczak,36.0,Poland,191 cm,84 kg,False,33,ManchesterUnited,6.0,6.0,540.0,Goalkeeper,,False,0.0,0.0,31.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1231,103,83131,Wes,Brown,39.0,England,185 cm,77 kg,False,33,ManchesterUnited,22.0,17.0,1600.0,Defender,,False,5.0,1.0,13.0,,,0.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1232,104,90517,Paul,Robinson,42.0,England,193 cm,90 kg,False,47,TottenhamHotspur,38.0,38.0,3420.0,Goalkeeper,,False,0.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1233,105,97947,Christian,Nadé,37.0,France,186 cm,80 kg,False,62,SheffieldUnited,25.0,7.0,914.0,Attacker,,False,18.0,7.0,26.0,,,3.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1234,106,104259,Brett,Emerton,35.0,Australia,185 cm,85 kg,False,67,BlackburnRovers,34.0,32.0,2928.0,Midfielder,,False,2.0,1.0,2.0,,,0.0,,,,,,,,,,,,,,,,,5.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1235,107,114759,Steven,Reid,40.0,Republic of Ireland,185 cm,87 kg,False,67,BlackburnRovers,3.0,3.0,270.0,Defender,,False,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1236,108,114763,Matthew,Upson,37.0,England,185 cm,72 kg,False,48,WestHamUnited,2.0,2.0,41.0,Defender,,False,0.0,2.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1237,109,114773,Craig,Bellamy,35.0,Wales,173 cm,68 kg,False,40,Liverpool,27.0,23.0,1919.0,Attacker,,False,4.0,12.0,4.0,,,7.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1238,110,114811,Jason,Roberts,43.0,Grenada,185 cm,92 kg,False,67,BlackburnRovers,18.0,9.0,1026.0,Attacker,,False,9.0,3.0,10.0,,,4.0,,,,,,,,,,,,,,,,,3.0,1.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1239,111,114866,Danny,Murphy,36.0,England,175 cm,69 kg,False,47,TottenhamHotspur,12.0,5.0,580.0,Midfielder,,False,7.0,2.0,12.0,,,2.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1240,112,115941,Stuart,Parnaby,33.0,England,181 cm,77 kg,False,70,Middlesbrough,18.0,9.0,852.0,Defender,,False,9.0,3.0,15.0,,,0.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1241,113,115988,Marcus,Bent,43.0,England,188 cm,76 kg,False,1335,Charlton,30.0,17.0,1571.0,Attacker,,False,13.0,9.0,16.0,,,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1242,114,116362,Teemu,Tainio,36.0,Finland,180 cm,71 kg,False,47,TottenhamHotspur,21.0,20.0,1501.0,Midfielder,,False,1.0,12.0,1.0,,,2.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1243,115,118000,Aaron,Mokoena,41.0,South Africa,187 cm,79 kg,False,67,BlackburnRovers,27.0,18.0,1681.0,Defender,,False,9.0,4.0,15.0,,,0.0,,,,,,,,,,,,,,,,,5.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1244,116,217278,Chris,Brown,33.0,England,185 cm,70 kg,False,746,Sunderland,16.0,16.0,0.0,Attacker,,False,0.0,0.0,0.0,,,3.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1245,117,230912,Richard,Lee,39.0,England,183 cm,85 kg,False,38,Watford,10.0,9.0,854.0,Goalkeeper,,False,1.0,0.0,24.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1246,118,230939,Ian,Bennett,50.0,England,183 cm,80 kg,False,62,SheffieldUnited,2.0,2.0,180.0,Goalkeeper,,False,0.0,0.0,4.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1247,119,230953,Marlon,King,41.0,Jamaica,190 cm,77 kg,False,38,Watford,13.0,12.0,1121.0,Attacker,,False,1.0,0.0,1.0,,,4.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1248,120,17447,Robert,Olejnik,35.0,Austria,188 cm,82 kg,False,66,AstonVilla,0.0,0.0,0.0,Goalkeeper,,False,0.0,0.0,9.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1249,121,17528,Ishmael,Miller,33.0,England,191 cm,89 kg,False,50,ManchesterCity,16.0,3.0,444.0,Attacker,,False,13.0,3.0,17.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1250,122,17862,James,Sinclair,34.0,England,175 cm,80 kg,False,68,BoltonWanderers,2.0,0.0,45.0,Defender,,False,2.0,0.0,3.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1251,123,19696,Andrew,Taylor,33.0,England,178 cm,69 kg,False,70,Middlesbrough,34.0,34.0,2969.0,Defender,,False,0.0,3.0,0.0,,,0.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1252,124,104312,Lucas,Neill,36.0,Australia,190 cm,76 kg,False,48,WestHamUnited,11.0,11.0,932.0,Defender,,False,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1253,125,114765,Jussi,Jääskeläinen,46.0,Finland,191 cm,81 kg,False,68,BoltonWanderers,38.0,38.0,3420.0,Goalkeeper,,False,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1254,126,114772,Nicolas,Anelka,36.0,France,185 cm,77 kg,False,68,BoltonWanderers,35.0,35.0,3017.0,Attacker,,False,0.0,8.0,0.0,,,11.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1255,127,114804,Emmerson Orlando,Boyce,42.0,Barbados,180 cm,73 kg,False,61,WiganAthletic,34.0,34.0,3022.0,Defender,,False,0.0,2.0,0.0,,,0.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1256,128,114862,Yakubu,Aiyegbeni,35.0,Nigeria,183 cm,83 kg,False,70,Middlesbrough,37.0,36.0,3172.0,Attacker,,False,1.0,9.0,1.0,,,12.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1257,129,114869,Heidar,Helguson,44.0,Iceland,178 cm,78 kg,False,36,Fulham,29.0,16.0,1461.0,Attacker,,False,13.0,9.0,21.0,,,3.0,,,,,,,,,,,,,,,,,10.0,0.0,1.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1258,130,114883,Paddy,Kenny,43.0,Republic of Ireland,185 cm,89 kg,False,62,SheffieldUnited,34.0,34.0,3031.0,Goalkeeper,,False,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1259,131,115953,Andy,Reid,39.0,Republic of Ireland,170 cm,75 kg,False,1335,Charlton,16.0,15.0,1208.0,Midfielder,,False,1.0,7.0,1.0,,,2.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1260,132,115966,Andy,O'Brien,42.0,Republic of Ireland,191 cm,74 kg,False,1355,Portsmouth,2.0,1.0,90.0,Defender,,False,1.0,0.0,15.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1261,133,116294,André,Ooijer,47.0,Netherlands,185 cm,74 kg,False,67,BlackburnRovers,20.0,20.0,1714.0,Defender,,False,0.0,2.0,0.0,,,0.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1262,134,117726,Stephen,Jordan,37.0,England,183 cm,71 kg,False,50,ManchesterCity,13.0,12.0,1041.0,Defender,,False,1.0,1.0,2.0,,,0.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1263,135,118007,Daniel Olusola 'Danny',Shittu,41.0,Nigeria,191 cm,95 kg,False,38,Watford,30.0,27.0,2343.0,Defender,,False,3.0,3.0,5.0,,,1.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1264,136,225949,Henrik,Pedersen,46.0,Denmark,185 cm,84 kg,False,68,BoltonWanderers,17.0,10.0,916.0,Attacker,,False,7.0,3.0,10.0,,,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1265,137,231008,Trésor,Lomana LuaLua,41.0,Congo DR,178 cm,73 kg,False,1355,Portsmouth,22.0,8.0,946.0,Attacker,,False,14.0,3.0,16.0,,,2.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1266,138,231014,Sean,Davis,42.0,England,178 cm,76 kg,False,1355,Portsmouth,31.0,29.0,2494.0,Midfielder,,False,2.0,7.0,4.0,,,0.0,,,,,,,,,,,,,,,,,5.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1267,139,248173,Johann,Smith,34.0,USA,178 cm,79 kg,False,68,BoltonWanderers,1.0,0.0,5.0,Defender,,False,1.0,0.0,4.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1268,140,18494,Matthew,Bates,33.0,England,178 cm,76 kg,False,70,Middlesbrough,1.0,1.0,0.0,Defender,,False,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1269,141,19691,Jack,Hobbs,33.0,England,191 cm,86 kg,False,40,Liverpool,0.0,0.0,0.0,Defender,,False,0.0,0.0,2.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1270,142,19708,Gary,O'Neil,38.0,England,173 cm,60 kg,False,1355,Portsmouth,35.0,35.0,3115.0,Midfielder,,False,0.0,5.0,0.0,,,1.0,,,,,,,,,,,,,,,,,7.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1271,143,20259,Yves Makabu,Ma-Kalambay,35.0,Belgium,198 cm,96 kg,False,49,Chelsea,0.0,0.0,0.0,Goalkeeper,,False,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1272,144,44837,Jonathan,Spector,35.0,USA,183 cm,76 kg,False,48,WestHamUnited,25.0,17.0,1783.0,Defender,,False,8.0,3.0,13.0,,,0.0,,,,,,,,,,,,,,,,,5.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1273,145,44863,Aaron,Hughes,42.0,Northern Ireland,183 cm,70 kg,False,66,AstonVilla,19.0,15.0,1290.0,Defender,,False,4.0,2.0,15.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1274,146,44968,Matthew,Kilgallon,36.0,England,188 cm,80 kg,False,62,SheffieldUnited,6.0,6.0,540.0,Defender,,False,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1275,147,82138,Shola,Ameobi,37.0,Nigeria,188 cm,76 kg,False,34,NewcastleUnited,11.0,9.0,738.0,Attacker,,False,2.0,6.0,3.0,,,3.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1276,148,82406,Graham,Stack,40.0,Republic of Ireland,188 cm,79 kg,False,53,Reading,0.0,0.0,0.0,Goalkeeper,,False,0.0,0.0,9.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1277,149,89733,Bjarni Þór,Viðarsson,33.0,Iceland,187 cm,76 kg,False,45,Everton,0.0,0.0,0.0,Midfielder,,False,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1278,150,97943,James,McFadden,35.0,Scotland,178 cm,79 kg,False,45,Everton,19.0,6.0,784.0,Attacker,,False,13.0,4.0,18.0,,,2.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1279,151,103381,Liam,Miller,37.0,Republic of Ireland,170 cm,66 kg,False,746,Sunderland,30.0,30.0,0.0,Midfielder,,False,0.0,0.0,0.0,,,2.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1280,152,114743,Kevin,Nolan,39.0,England,180 cm,88 kg,False,68,BoltonWanderers,31.0,31.0,2680.0,Midfielder,,False,0.0,6.0,0.0,,,3.0,,,,,,,,,,,,,,,,,10.0,0.0,1.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1281,153,114747,Sylvain,Distin,39.0,France,192 cm,85 kg,False,50,ManchesterCity,37.0,37.0,3256.0,Defender,,False,0.0,2.0,0.0,,,2.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1282,154,114789,Tommy,Smith,35.0,England,179 cm,80 kg,False,38,Watford,29.0,29.0,2339.0,Attacker,,False,0.0,12.0,0.0,,,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1283,155,114792,Abdoulaye,Diagne-Fayé,43.0,Senegal,187 cm,87 kg,False,68,BoltonWanderers,32.0,29.0,2520.0,Defender,,False,3.0,3.0,3.0,,,2.0,,,,,,,,,,,,,,,,,9.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1284,156,117424,Peter,Enckelman,44.0,Finland,188 cm,89 kg,False,67,BlackburnRovers,0.0,0.0,0.0,Goalkeeper,,False,0.0,0.0,4.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1285,157,230924,Richard,Hughes,42.0,Scotland,180 cm,62 kg,False,1355,Portsmouth,18.0,11.0,1049.0,Midfielder,,False,7.0,0.0,11.0,,,0.0,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1286,158,232314,Osei,Sankofa,36.0,England,,,False,1335,Charlton,9.0,9.0,749.0,Defender,,False,0.0,0.0,2.0,,,0.0,,,,,,,,,,,,,,,,,3.0,0.0,1.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1287,159,234066,Caleb Colman,Folan,30.0,Ireland Republic,190 cm,80 kg,False,61,WiganAthletic,13.0,8.0,690.0,Attacker,,False,5.0,3.0,5.0,,,2.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1288,160,45001,Anton,Ferdinand,36.0,England,183 cm,71 kg,False,48,WestHamUnited,31.0,31.0,2650.0,Defender,,False,0.0,4.0,0.0,,,0.0,,,,,,,,,,,,,,,,,5.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1289,161,67647,Will,Hoskins,35.0,England,178 cm,78 kg,False,38,Watford,9.0,4.0,421.0,Attacker,,False,5.0,3.0,6.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1290,162,82242,Chris,Eagles,36.0,England,183 cm,67 kg,False,33,ManchesterUnited,2.0,1.0,94.0,Midfielder,,False,1.0,0.0,2.0,,,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1291,163,82446,Jay,McEveley,36.0,Scotland,186 cm,84 kg,False,67,BlackburnRovers,4.0,3.0,235.0,Defender,,False,1.0,1.0,6.0,,,0.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1292,164,83020,Liam,Rosenior,37.0,England,178 cm,72 kg,False,36,Fulham,38.0,38.0,3398.0,Defender,,False,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1293,165,83032,Scott,Parker,37.0,England,175 cm,69 kg,False,34,NewcastleUnited,29.0,28.0,2424.0,Midfielder,,False,1.0,3.0,1.0,,,3.0,,,,,,,,,,,,,,,,,8.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1294,166,87873,Jerome,Thomas,38.0,England,178 cm,74 kg,False,1335,Charlton,20.0,16.0,1364.0,Midfielder,,False,4.0,9.0,4.0,,,2.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1295,167,105412,Oguchi Chijioke,Onyewu,36.0,USA,194 cm,95 kg,False,34,NewcastleUnited,11.0,7.0,744.0,Defender,,False,4.0,0.0,5.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1296,168,113941,Omar Heber,Pouso Osores,41.0,Uruguay,183 cm,75 kg,False,1335,Charlton,1.0,1.0,57.0,Midfielder,,False,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1297,169,114760,Steve,Harper,41.0,England,190 cm,82 kg,False,34,NewcastleUnited,18.0,15.0,1442.0,Goalkeeper,,False,3.0,0.0,14.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1298,170,114761,Bobby,Zamora,40.0,England,183 cm,74 kg,False,48,WestHamUnited,32.0,27.0,2212.0,Attacker,,False,5.0,17.0,7.0,,,11.0,,,,,,,,,,,,,,,,,4.0,1.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1299,171,114798,Henrique Hilário,Meireles Alves Sampaio,46.0,Portugal,189 cm,88 kg,False,49,Chelsea,11.0,11.0,990.0,Goalkeeper,,False,0.0,0.0,11.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1300,172,114875,Rob,Hulse,42.0,England,187 cm,78 kg,False,62,SheffieldUnited,29.0,28.0,2453.0,Attacker,,False,1.0,4.0,1.0,,,8.0,,,,,,,,,,,,,,,,,6.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1301,173,114879,Wayne,Bridge,41.0,England,180 cm,68 kg,False,49,Chelsea,22.0,17.0,1547.0,Defender,,False,5.0,3.0,8.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1302,174,115984,Dean,Kiely,51.0,Republic of Ireland,185 cm,79 kg,False,1355,Portsmouth,0.0,0.0,0.0,Goalkeeper,,False,0.0,0.0,10.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1303,175,117966,Dennis,Rommedahl,43.0,Denmark,178 cm,73 kg,False,1335,Charlton,28.0,19.0,1748.0,Attacker,,False,9.0,8.0,15.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1304,176,118048,Andriy,Shevchenko,37.0,Ukraine,180 cm,73 kg,False,49,Chelsea,30.0,22.0,1808.0,Attacker,,False,8.0,18.0,9.0,,,4.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1305,177,155566,Omar Alieu,Koroma,31.0,Gambia,,,False,1355,Portsmouth,1.0,0.0,17.0,Attacker,,False,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1306,178,231371,Clarke,Carlisle,42.0,England,191 cm,79 kg,False,38,Watford,4.0,4.0,360.0,Defender,,False,0.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1307,179,231477,Sam,Sodje,42.0,Nigeria,183 cm,74 kg,False,53,Reading,3.0,2.0,190.0,Defender,,False,1.0,1.0,4.0,,,0.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1308,180,2277,Robert,Green,41.0,England,187 cm,93 kg,False,48,WestHamUnited,26.0,26.0,2340.0,Goalkeeper,,False,0.0,0.0,9.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1309,181,15295,Nuno Miguel,Morais Barbosa,37.0,Portugal,185 cm,76 kg,False,49,Chelsea,2.0,0.0,18.0,Midfielder,,False,2.0,0.0,4.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1310,182,82894,Jimmy,Walker,48.0,England,180 cm,69 kg,False,48,WestHamUnited,0.0,0.0,0.0,Goalkeeper,,False,0.0,0.0,8.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1311,183,90491,Glen,Johnson,37.0,England,182 cm,78 kg,False,1355,Portsmouth,26.0,25.0,2257.0,Defender,,False,1.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1312,184,90512,Robert,Huth,37.0,Germany,191 cm,99 kg,False,70,Middlesbrough,12.0,8.0,792.0,Defender,,False,4.0,1.0,5.0,,,1.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1313,185,102731,Didier Yves,Drogba Tébily,40.0,Côte d'Ivoire,189 cm,80 kg,False,49,Chelsea,36.0,32.0,2947.0,Attacker,,False,4.0,6.0,3.0,,,20.0,,,,,,,,,,,,,,,,,8.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1314,186,103147,Seb,Hines,31.0,England,188 cm,78 kg,False,70,Middlesbrough,0.0,0.0,0.0,Defender,,False,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1315,187,103163,Jordan,Stewart,39.0,England,183 cm,84 kg,False,38,Watford,31.0,30.0,2681.0,Defender,,False,1.0,1.0,3.0,,,0.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1316,188,103165,Shaun,Wright-Phillips,40.0,England,168 cm,64 kg,False,49,Chelsea,27.0,13.0,1266.0,Midfielder,,False,14.0,7.0,20.0,,,2.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1317,189,104311,Mark,Schwarzer,44.0,Australia,194 cm,85 kg,False,70,Middlesbrough,36.0,36.0,3240.0,Goalkeeper,,False,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1318,190,114775,Damien,Duff,36.0,Republic of Ireland,177 cm,70 kg,False,34,NewcastleUnited,22.0,20.0,1729.0,Goalkeeper,,False,2.0,5.0,2.0,,,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1319,191,114825,Carlo,Cudicini,48.0,Italy,186 cm,79 kg,False,49,Chelsea,8.0,7.0,715.0,Goalkeeper,,False,1.0,0.0,18.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1320,192,114828,Paulo Renato,Rebocho Ferreira,34.0,Portugal,183 cm,76 kg,False,49,Chelsea,24.0,18.0,1707.0,Defender,,False,6.0,2.0,8.0,,,0.0,,,,,,,,,,,,,,,,,5.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1321,193,115025,Michael,Ballack,45.0,Germany,188 cm,89 kg,False,49,Chelsea,26.0,23.0,2017.0,Midfielder,,False,3.0,4.0,3.0,,,4.0,,,,,,,,,,,,,,,,,7.0,0.0,1.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
